Data de Produção Acumulada,Cod. Ordem,Cod Recurso,Cod Produto,Qt. Total Acumulada Produzida até a data específica,Qt. Acumulada Refugada até a data específica,Qtd. Acumulada total Retrabalhada até a data específica,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo total de Massa Acumulada,Tempo Restante para Manutenção
2023-02-24,1835303,IJ-046,SA02004,226,6,36,1.0,PC,N-142/67,1.0258545609055627,-353
2023-11-23,9815763,IJ-118,SA02004,354,83,47,1.0,PC,P212/1,1.4792220465623216,-81
2023-03-04,4805337,IJ-118,SA02961,38,41,4,1.0,PC,N-142/67,0.6139730691057533,-345
2023-01-31,2590284,IJ-118,SA02961,358,78,40,1.0,PC,N-142/67,1.4441767685878104,-377
2023-03-02,1347881,IJ-046,SA02961,758,75,4,1.0,PC,P212/1,0.7327864238798952,-347
2023-08-10,5595629,IJ-118,SA05780,601,30,49,1.0,PC,P212/1,0.6856855145765594,-186
2023-06-06,6610803,IJ-046,SA02004,999,62,17,1.0,PC,P212/1,1.1043511846440286,-251
2023-03-29,9066637,IJ-046,SA05780,427,88,49,1.0,PC,P212/1,1.2815649377514644,-320
2023-01-02,5564196,IJ-117,SA02961,673,45,3,1.0,PC,P212/1,1.213645638186836,-406
2023-03-14,9462756,IJ-117,SA05780,206,75,23,1.0,PC,P212/1,1.4237127135650935,-335
2023-03-04,3516973,IJ-118,SA02004,527,58,20,1.0,PC,P212/1,0.7125410316649312,-345
2023-06-27,6829822,IJ-118,SA02004,408,44,1,1.0,PC,N-142/67,0.592850128499674,-230
2023-07-26,2102402,IJ-046,SA02004,561,8,46,1.0,PC,P212/1,0.626904890083885,-201
2023-01-16,1893556,IJ-118,SA02004,93,90,7,1.0,PC,N-142/67,0.5606808384993759,-392
2023-06-10,6714744,IJ-046,SA05780,753,49,48,1.0,PC,P212/1,1.1792301936910146,-247
2023-07-16,6308238,IJ-118,SA05780,437,31,14,1.0,PC,P212/1,0.7573118956523729,-211
2023-09-22,3811962,IJ-046,SA05780,471,90,2,1.0,PC,N-142/67,1.160089095840896,-143
2023-01-23,5223272,IJ-046,SA02961,947,20,29,1.0,PC,N-142/67,1.0875079327210497,-385
2023-10-03,6571177,IJ-118,SA05780,760,5,36,1.0,PC,P212/1,1.4048437675680012,-132
2023-02-13,6506694,IJ-117,SA05780,50,41,3,1.0,PC,P212/1,0.5048966217364786,-364
2023-07-23,2196973,IJ-117,SA05780,482,10,36,1.0,PC,P212/1,0.6558524086069573,-204
2023-03-09,5662670,IJ-118,SA02004,710,32,28,1.0,PC,P212/1,1.1123215069806762,-340
2023-08-01,8061573,IJ-117,SA02961,875,61,9,1.0,PC,P212/1,1.491684441679176,-195
2023-11-14,9123567,IJ-046,SA02004,993,43,16,1.0,PC,P212/1,1.2816140886708802,-90
2023-05-31,1316141,IJ-046,SA05780,719,77,15,1.0,PC,N-142/67,1.2261551868480596,-257
2023-05-15,2714276,IJ-117,SA02961,152,17,15,1.0,PC,P212/1,0.8141581571829436,-273
2023-07-17,5649892,IJ-117,SA02004,858,68,18,1.0,PC,N-142/67,1.0096026283967836,-210
2023-08-20,2349529,IJ-117,SA02961,668,67,10,1.0,PC,P212/1,0.7460862047164527,-176
2023-06-21,2303763,IJ-117,SA05780,490,3,21,1.0,PC,P212/1,0.8721028797674446,-236
2023-05-07,5821137,IJ-046,SA05780,236,1,16,1.0,PC,N-142/67,0.5313065766043292,-281
2023-02-26,4123197,IJ-046,SA02961,931,64,17,1.0,PC,P212/1,0.5471768176470886,-351
2023-04-27,8511708,IJ-046,SA02961,864,12,1,1.0,PC,P212/1,0.6983319564484264,-291
2023-09-20,5089619,IJ-118,SA05780,366,22,27,1.0,PC,P212/1,0.6501978646634058,-145
2023-04-24,4436198,IJ-118,SA02004,813,19,20,1.0,PC,P212/1,0.7604025088619848,-294
2023-12-19,2618986,IJ-117,SA02004,774,32,14,1.0,PC,P212/1,1.0555773050544452,-55
2023-10-07,4907318,IJ-117,SA02961,303,21,47,1.0,PC,P212/1,0.8746141993021441,-128
2023-12-04,9608526,IJ-118,SA05780,938,94,20,1.0,PC,N-142/67,0.6764067038903964,-70
2023-09-07,1125153,IJ-117,SA05780,449,96,21,1.0,PC,P212/1,1.3221986427382857,-158
2023-07-08,2779690,IJ-118,SA02961,848,33,36,1.0,PC,P212/1,1.105004361278485,-219
2023-05-30,4288875,IJ-118,SA02961,718,74,28,1.0,PC,P212/1,1.3480812648199227,-258
2023-03-14,4339147,IJ-118,SA02004,494,16,31,1.0,PC,P212/1,1.2553698562652946,-335
2023-03-24,4091759,IJ-046,SA05780,903,88,14,1.0,PC,N-142/67,1.1864874354953372,-325
2023-02-04,4296086,IJ-117,SA02961,95,94,41,1.0,PC,P212/1,1.4095441479178132,-373
2023-05-27,5053240,IJ-117,SA05780,148,72,48,1.0,PC,N-142/67,0.8298830925728266,-261
2023-12-15,8760233,IJ-117,SA02004,347,94,34,1.0,PC,N-142/67,0.9575800330208064,-59
2023-05-19,9118590,IJ-118,SA02004,647,89,5,1.0,PC,P212/1,1.1835360482861597,-269
2023-03-02,5319315,IJ-046,SA05780,490,83,47,1.0,PC,N-142/67,1.4405760566348884,-347
2023-05-08,8730073,IJ-117,SA05780,432,67,39,1.0,PC,P212/1,0.891240493297573,-280
2023-04-13,6436196,IJ-118,SA02004,918,74,45,1.0,PC,P212/1,0.8191647690744033,-305
2023-01-12,1429332,IJ-046,SA02004,510,24,4,1.0,PC,P212/1,0.7530660252418859,-396
2023-06-29,4350288,IJ-046,SA02961,399,2,32,1.0,PC,N-142/67,1.372451458789326,-228
2023-03-23,6160212,IJ-117,SA02004,437,1,7,1.0,PC,P212/1,1.360155567304866,-326
2023-02-23,6448545,IJ-046,SA05780,469,93,33,1.0,PC,N-142/67,1.3416404375855286,-354
2023-04-10,4046790,IJ-046,SA02004,887,56,27,1.0,PC,P212/1,1.0153661844067678,-308
2023-11-07,4590758,IJ-118,SA02004,173,42,11,1.0,PC,P212/1,1.1541010444824717,-97
2023-10-06,6538448,IJ-118,SA02004,814,19,18,1.0,PC,P212/1,1.0490395704675008,-129
2023-12-15,3167878,IJ-046,SA02961,102,56,10,1.0,PC,P212/1,1.1418013572465526,-59
2023-07-06,2639040,IJ-117,SA02004,18,61,23,1.0,PC,P212/1,0.8914775494246969,-221
2023-10-15,4683734,IJ-117,SA02961,692,29,5,1.0,PC,N-142/67,1.152155263261275,-120
2023-09-26,6455633,IJ-046,SA05780,449,19,6,1.0,PC,P212/1,0.9514296193562919,-139
2023-07-28,8725070,IJ-117,SA02004,621,41,43,1.0,PC,N-142/67,1.3275767166474077,-199
2023-06-09,9837753,IJ-046,SA02004,392,14,47,1.0,PC,N-142/67,0.6408697331012806,-248
2023-05-15,2455674,IJ-118,SA02961,805,38,43,1.0,PC,P212/1,0.9184085165576212,-273
2023-05-09,1661182,IJ-046,SA02004,476,29,9,1.0,PC,P212/1,1.4760222472547082,-279
2023-08-27,9912658,IJ-117,SA02961,61,82,36,1.0,PC,N-142/67,0.6589720411315508,-169
2023-03-26,7701596,IJ-117,SA05780,37,81,3,1.0,PC,N-142/67,0.5759788223331513,-323
2023-07-12,4636314,IJ-118,SA05780,135,61,5,1.0,PC,N-142/67,1.3653899396695726,-215
2023-11-03,1083863,IJ-117,SA02004,787,50,27,1.0,PC,N-142/67,1.299802876262595,-101
2023-10-03,5448961,IJ-046,SA05780,139,78,2,1.0,PC,N-142/67,1.4354697516931725,-132
2023-02-02,6850553,IJ-046,SA02961,181,45,36,1.0,PC,N-142/67,0.762509334973648,-375
2023-03-13,2202321,IJ-118,SA05780,569,70,15,1.0,PC,N-142/67,0.9721876346501025,-336
2023-06-28,8010200,IJ-118,SA02961,997,64,39,1.0,PC,P212/1,0.9503070417830872,-229
2023-10-26,1292733,IJ-046,SA02004,24,30,15,1.0,PC,P212/1,1.2259121827762252,-109
2023-07-20,3041188,IJ-118,SA05780,9,78,18,1.0,PC,P212/1,1.326013638633814,-207
2023-09-08,6889404,IJ-117,SA02961,783,93,46,1.0,PC,N-142/67,1.2458189751165065,-157
2023-09-21,9699565,IJ-046,SA02961,577,51,42,1.0,PC,P212/1,1.1032881529335419,-144
2023-12-05,7226292,IJ-046,SA02004,26,93,17,1.0,PC,N-142/67,1.0087137361642253,-69
2023-04-13,1978841,IJ-046,SA02004,374,30,27,1.0,PC,N-142/67,1.2017328873457147,-305
2023-03-09,2418064,IJ-117,SA02004,663,23,22,1.0,PC,N-142/67,1.3392916919990632,-340
2023-06-11,8984360,IJ-117,SA02004,488,85,29,1.0,PC,P212/1,1.360911878634964,-246
2023-06-20,1567916,IJ-046,SA02004,237,42,48,1.0,PC,N-142/67,0.9359178201480294,-237
2023-09-02,8625574,IJ-118,SA02961,124,98,18,1.0,PC,N-142/67,0.9366025544998603,-163
2023-10-30,9237636,IJ-117,SA02004,493,12,22,1.0,PC,P212/1,1.061803648277298,-105
2023-12-29,4267985,IJ-046,SA02961,82,22,25,1.0,PC,P212/1,1.0430655708294334,-45
2023-02-03,5659702,IJ-117,SA02004,632,49,8,1.0,PC,P212/1,1.0977705105717277,-374
2023-05-14,2397551,IJ-118,SA05780,601,89,18,1.0,PC,N-142/67,1.3142936118314985,-274
2023-08-02,6969053,IJ-046,SA02961,502,91,39,1.0,PC,N-142/67,1.405048734746026,-194
2023-05-06,5546199,IJ-117,SA05780,453,24,19,1.0,PC,P212/1,0.6072586645909546,-282
2023-04-29,6646609,IJ-117,SA02961,340,82,23,1.0,PC,N-142/67,0.6333505139392713,-289
2023-06-16,7977766,IJ-117,SA05780,41,98,4,1.0,PC,N-142/67,1.4174569014367062,-241
2023-10-06,5493807,IJ-117,SA02961,526,13,46,1.0,PC,P212/1,1.2215084092303066,-129
2023-07-24,4096657,IJ-118,SA02961,456,45,47,1.0,PC,N-142/67,0.9609620602108006,-203
2023-06-29,5214662,IJ-118,SA05780,598,43,30,1.0,PC,N-142/67,1.416712101143788,-228
2023-12-25,1883364,IJ-046,SA02961,356,5,47,1.0,PC,N-142/67,0.5720289472116596,-49
2023-02-01,1000817,IJ-118,SA02961,968,48,38,1.0,PC,N-142/67,0.6000015956236338,-376
2023-11-09,4236201,IJ-046,SA02961,973,17,26,1.0,PC,P212/1,0.9717030895995626,-95
2023-12-13,8009491,IJ-118,SA02961,295,42,1,1.0,PC,P212/1,1.481500895697092,-61
2023-05-04,8869551,IJ-046,SA02961,208,4,18,1.0,PC,P212/1,0.7829511244029502,-284
2023-09-11,8278232,IJ-046,SA02961,430,32,3,1.0,PC,N-142/67,1.1945443112675664,-154
2023-09-01,2274724,IJ-117,SA02961,81,1,33,1.0,PC,N-142/67,1.2568553047094113,-164
2023-06-02,7993807,IJ-117,SA02961,679,60,10,1.0,PC,P212/1,1.2382246029882542,-255
2023-04-07,3391288,IJ-117,SA02961,479,77,39,1.0,PC,N-142/67,0.5237012490561955,-311
2023-08-11,2113099,IJ-117,SA05780,124,50,5,1.0,PC,P212/1,0.571659699869339,-185
2023-12-03,6763991,IJ-117,SA02004,791,87,36,1.0,PC,N-142/67,1.3657252542904958,-71
2023-02-22,1487753,IJ-046,SA05780,337,29,23,1.0,PC,P212/1,1.3091028630108874,-355
2023-07-07,2147673,IJ-118,SA02961,636,42,44,1.0,PC,N-142/67,0.5809125931219399,-220
2023-05-12,9534251,IJ-046,SA02004,666,5,39,1.0,PC,P212/1,0.6455869263460305,-276
2023-01-04,6264684,IJ-046,SA05780,559,6,47,1.0,PC,P212/1,0.9081113916383783,-404
2023-07-22,2154035,IJ-117,SA02961,692,9,31,1.0,PC,P212/1,0.6837208732857444,-205
2023-04-23,7159178,IJ-046,SA05780,799,5,22,1.0,PC,N-142/67,0.8826576720730218,-295
2023-05-14,4293308,IJ-117,SA02961,915,18,24,1.0,PC,P212/1,0.5950041031542811,-274
2023-06-09,4836120,IJ-118,SA02004,215,57,33,1.0,PC,P212/1,1.352292778077325,-248
2023-02-28,1411285,IJ-117,SA02004,86,58,35,1.0,PC,N-142/67,0.7438578513871356,-349
2023-09-27,2990551,IJ-117,SA05780,446,20,34,1.0,PC,N-142/67,0.6617897395786726,-138
2023-09-08,6414990,IJ-118,SA05780,862,50,45,1.0,PC,N-142/67,1.4303491704057882,-157
2023-10-26,3589898,IJ-117,SA02004,740,2,21,1.0,PC,P212/1,0.7286388546987581,-109
2023-08-11,2480940,IJ-046,SA02961,127,85,43,1.0,PC,N-142/67,0.5966354304081256,-185
2023-03-07,5414532,IJ-046,SA05780,51,55,3,1.0,PC,N-142/67,1.3279066116808536,-342
2023-01-04,8645818,IJ-046,SA05780,138,22,1,1.0,PC,P212/1,1.4966096830410442,-404
2023-12-13,3981639,IJ-118,SA02004,99,78,23,1.0,PC,P212/1,1.4058390642590886,-61
2023-01-13,7919606,IJ-046,SA05780,637,26,23,1.0,PC,N-142/67,0.8395280519521131,-395
2023-07-20,1607322,IJ-118,SA02004,215,76,31,1.0,PC,P212/1,0.801856185792502,-207
2023-08-24,2988106,IJ-118,SA02961,456,57,26,1.0,PC,N-142/67,0.6682953814195883,-172
2023-02-11,9567331,IJ-117,SA02004,372,73,17,1.0,PC,N-142/67,1.0651317320848588,-366
2023-11-07,4679917,IJ-046,SA05780,7,98,8,1.0,PC,N-142/67,1.26499067416252,-97
2023-03-14,4505815,IJ-117,SA02004,326,73,48,1.0,PC,P212/1,1.3241397214700195,-335
2023-11-25,1424710,IJ-118,SA02961,927,90,42,1.0,PC,P212/1,1.0364157383596395,-79
2023-12-12,8718884,IJ-117,SA02004,674,90,10,1.0,PC,N-142/67,1.0506015507208353,-62
2023-01-09,5577863,IJ-117,SA02961,708,31,3,1.0,PC,N-142/67,0.8093347317231959,-399
2023-05-24,3465475,IJ-118,SA05780,712,67,32,1.0,PC,N-142/67,1.3644258217207448,-264
2023-10-23,7400084,IJ-118,SA05780,472,79,45,1.0,PC,P212/1,0.6803163162633424,-112
2023-09-07,4243113,IJ-117,SA02961,487,31,25,1.0,PC,N-142/67,0.5225911134496736,-158
2023-08-26,3698057,IJ-118,SA02004,902,4,28,1.0,PC,P212/1,1.2078187334246513,-170
2023-08-18,3035506,IJ-046,SA02961,268,31,13,1.0,PC,N-142/67,1.3776074679496149,-178
2023-11-22,2890218,IJ-118,SA05780,627,92,17,1.0,PC,N-142/67,0.5853181263655489,-82
2023-11-20,9677681,IJ-046,SA05780,757,93,6,1.0,PC,N-142/67,1.0351304582921745,-84
2023-09-26,5384576,IJ-118,SA05780,597,62,43,1.0,PC,N-142/67,0.7673093523555068,-139
2023-02-13,4347471,IJ-117,SA05780,861,5,3,1.0,PC,N-142/67,0.8685885763109087,-364
2023-01-27,1798819,IJ-118,SA05780,116,52,27,1.0,PC,N-142/67,1.3973046567103478,-381
2023-08-03,8079475,IJ-118,SA02961,426,97,29,1.0,PC,N-142/67,1.4556893885430613,-193
2023-08-26,4697929,IJ-046,SA02004,344,81,34,1.0,PC,N-142/67,1.043531545496835,-170
2023-04-13,6747046,IJ-117,SA02004,642,86,12,1.0,PC,N-142/67,0.7616548858128213,-305
2023-07-29,7686984,IJ-117,SA05780,908,98,33,1.0,PC,P212/1,1.330324741654053,-198
2023-06-06,7156276,IJ-046,SA02004,22,93,26,1.0,PC,P212/1,0.9234923695041155,-251
2023-01-15,9124104,IJ-118,SA02004,913,43,5,1.0,PC,N-142/67,0.6422049079645303,-393
2023-03-26,7852933,IJ-117,SA02961,603,8,10,1.0,PC,P212/1,1.0585727311524589,-323
2023-10-25,1356060,IJ-046,SA05780,329,33,20,1.0,PC,P212/1,0.9425588557123584,-110
2023-03-05,3049272,IJ-117,SA05780,165,30,1,1.0,PC,N-142/67,1.1172614409933446,-344
2023-11-11,2272399,IJ-046,SA05780,33,98,1,1.0,PC,P212/1,0.9372563861447288,-93
2023-05-12,6942465,IJ-046,SA02961,274,74,43,1.0,PC,N-142/67,0.9393419824217261,-276
2023-04-26,4229469,IJ-118,SA02961,803,97,2,1.0,PC,N-142/67,1.3889771227165728,-292
2023-01-15,3202484,IJ-118,SA02004,981,45,3,1.0,PC,P212/1,0.5467820731595404,-393
2023-12-02,5500492,IJ-117,SA05780,204,85,43,1.0,PC,P212/1,0.8753719578428126,-72
2023-09-12,6297475,IJ-117,SA02004,746,47,10,1.0,PC,P212/1,1.4812333325052356,-153
2023-09-14,5711517,IJ-117,SA05780,638,75,23,1.0,PC,N-142/67,0.759639732710462,-151
2023-01-07,2753675,IJ-118,SA02004,611,96,9,1.0,PC,P212/1,1.2390512937324072,-401
2023-05-06,5884661,IJ-117,SA05780,541,9,21,1.0,PC,P212/1,1.3047001184611453,-282
2023-12-03,4029082,IJ-118,SA02961,975,39,26,1.0,PC,N-142/67,1.0018910182450036,-71
2023-04-05,3877338,IJ-118,SA02961,763,5,5,1.0,PC,P212/1,0.9103848263088704,-313
2023-03-28,9982053,IJ-117,SA05780,566,73,12,1.0,PC,P212/1,0.5489601396627841,-321
2023-08-11,4287664,IJ-046,SA02961,668,51,9,1.0,PC,P212/1,0.7728534028712977,-185
2023-12-04,3943779,IJ-118,SA02961,552,36,36,1.0,PC,P212/1,1.4439563973714722,-70
2023-04-14,4929657,IJ-117,SA02004,231,60,6,1.0,PC,N-142/67,1.0899464499088278,-304
2023-12-23,6575977,IJ-117,SA02961,937,69,16,1.0,PC,N-142/67,1.272604514467552,-51
2023-09-26,6798179,IJ-046,SA02961,657,7,29,1.0,PC,P212/1,0.7422180694074654,-139
2023-11-20,5493971,IJ-118,SA05780,402,83,2,1.0,PC,P212/1,1.3739614331409618,-84
2023-06-05,6934356,IJ-117,SA02961,905,95,17,1.0,PC,P212/1,0.743713852715584,-252
2023-08-16,5029198,IJ-117,SA02004,811,44,11,1.0,PC,N-142/67,0.9992797531279906,-180
2023-07-22,9084379,IJ-118,SA05780,98,28,48,1.0,PC,N-142/67,0.9470987679665944,-205
2023-11-01,8409764,IJ-117,SA02004,658,62,32,1.0,PC,N-142/67,1.3522680844094883,-103
2023-03-26,8497354,IJ-118,SA02961,308,88,28,1.0,PC,P212/1,1.3287647123268493,-323
2023-04-07,3178344,IJ-046,SA05780,589,40,29,1.0,PC,P212/1,1.1462657228990834,-311
2023-09-13,3684812,IJ-046,SA02961,559,26,11,1.0,PC,N-142/67,0.6835705909438446,-152
2023-11-30,6478538,IJ-117,SA05780,67,51,20,1.0,PC,N-142/67,0.8210997016135737,-74
2023-08-09,3157581,IJ-117,SA02961,83,65,41,1.0,PC,P212/1,0.6378687895489118,-187
2023-08-18,2674197,IJ-118,SA02961,821,35,35,1.0,PC,N-142/67,1.366370074833001,-178
2023-04-05,6127768,IJ-117,SA02961,215,87,13,1.0,PC,P212/1,1.2982162744362555,-313
2023-12-18,7817743,IJ-046,SA02961,325,96,40,1.0,PC,N-142/67,1.2592251893378927,-56
2023-04-28,3190142,IJ-118,SA02961,769,40,13,1.0,PC,P212/1,1.259561304342143,-290
2023-05-01,8798303,IJ-046,SA05780,280,35,38,1.0,PC,P212/1,0.7593322019128015,-287
2023-12-20,5645169,IJ-117,SA05780,637,46,27,1.0,PC,P212/1,1.0407244759823655,-54
2023-06-09,9204457,IJ-117,SA02004,887,15,33,1.0,PC,N-142/67,0.8109827020585682,-248
2023-05-07,4819095,IJ-117,SA02004,298,56,44,1.0,PC,N-142/67,0.6617256605514263,-281
2023-02-28,8466566,IJ-046,SA05780,861,13,2,1.0,PC,N-142/67,1.071349294393439,-349
2023-10-27,1363191,IJ-118,SA02004,370,9,34,1.0,PC,P212/1,1.25171548017668,-108
2023-10-04,4514896,IJ-117,SA02004,942,24,22,1.0,PC,N-142/67,1.3984085171179368,-131
2023-12-04,4459388,IJ-118,SA05780,980,52,12,1.0,PC,N-142/67,0.5702158667284838,-70
2023-11-13,8356107,IJ-118,SA05780,657,2,22,1.0,PC,N-142/67,1.4482621482256488,-91
2023-10-25,5532914,IJ-118,SA02004,275,36,8,1.0,PC,P212/1,0.6334208268978458,-110
2023-01-01,8212670,IJ-117,SA05780,493,24,48,1.0,PC,N-142/67,1.344349803566407,-407
2023-12-19,9319082,IJ-118,SA02004,44,69,15,1.0,PC,P212/1,1.3619100700295586,-55
2023-10-01,5597370,IJ-046,SA05780,861,54,24,1.0,PC,N-142/67,0.6681751041454493,-134
2023-08-18,4314726,IJ-117,SA02961,389,75,33,1.0,PC,P212/1,1.4848002237664093,-178
2023-02-07,1399999,IJ-117,SA02961,749,89,48,1.0,PC,P212/1,0.7842923125378856,-370
2023-04-21,3162609,IJ-046,SA02004,158,87,17,1.0,PC,P212/1,1.1436716705218564,-297
2023-01-12,5291755,IJ-046,SA02004,100,29,45,1.0,PC,P212/1,1.2146865809308016,-396
2023-07-02,3992480,IJ-046,SA02004,534,8,40,1.0,PC,P212/1,1.060567669609174,-225
2023-02-27,5427247,IJ-046,SA05780,906,30,12,1.0,PC,P212/1,0.5264125162456025,-350
2023-10-24,5100024,IJ-118,SA05780,603,22,48,1.0,PC,P212/1,1.0924060006786158,-111
2023-11-08,5478647,IJ-046,SA05780,299,57,13,1.0,PC,N-142/67,1.1483283209325892,-96
2023-11-24,6590881,IJ-118,SA05780,232,89,24,1.0,PC,P212/1,0.8701798546216376,-80
2023-04-20,1016252,IJ-117,SA02004,108,15,21,1.0,PC,N-142/67,0.810140068810871,-298
2023-02-23,3336673,IJ-117,SA02961,99,80,14,1.0,PC,N-142/67,1.4234045407541904,-354
2023-06-17,6459822,IJ-117,SA05780,208,69,13,1.0,PC,N-142/67,1.2129322721728015,-240
2023-10-12,6228946,IJ-117,SA02004,960,35,11,1.0,PC,P212/1,0.5379456325266226,-123
2023-09-22,9801828,IJ-117,SA02961,857,41,40,1.0,PC,N-142/67,0.8647916350625019,-143
2023-01-31,4356460,IJ-046,SA05780,940,26,12,1.0,PC,N-142/67,1.280962871760516,-377
